Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,project_title_text,summary_text,LLM_summary_text,risk_assessment_safety,risk_assessment_rights,is_risk_assessment_rights,is_risk_assessment_safety
DHS-0028-2023,DHS,Immigration and Customs Enforcement,,Machine Translation (Previously Language Translator),"Systran provides machine translation for over 100 different language combinations.  Currently the Innovation Lab has licenses for translating Chinese, Spanish, Arabic, Farsi, Russian, German, Ukrainian and Filipino to English.  Systran can translate plain text, word documents, and PDFS.  A web-based UI and API endpoint are available.",Operation and Maintenance,"Machine Learning, Natural Language Processing (NLP)",,Department of Homeland Security,"Machine Translation (Previously Language Translator): 
Systran provides machine translation for over 100 different language combinations.  Currently the Innovation Lab has licenses for translating Chinese, Spanish, Arabic, Farsi, Russian, German, Ukrainian and Filipino to English.  Systran can translate plain text, word documents, and PDFS.  A web-based UI and API endpoint are available.","Systran offers machine translation for more than 100 different language combinations, including Chinese, Spanish, Arabic, Farsi, Russian, German, Ukrainian, and Filipino to English. It can translate plain text, word documents, and PDFs, and provides a web-based user interface and API endpoint.","Systran offers machine translation for more than 100 different language combinations, including Chinese, Spanish, Arabic, Farsi, Russian, German, Ukrainian, and Filipino to English. It can translate plain text, word documents, and PDFs, and provides a web-based user interface and API endpoint.",,,False,False
VA-0022-2023,VA,,,Gait signatures in patients with peripheral artery disease,Machine learning is used to improve treatment of functional problems in patients with peripheral artery disease (PAD). Previously collected biomechanics data is used to identify representative gait signatures of PAD to 1) determine the gait signatures of patients with PAD and 2) the ability of limb acceleration measurements to identify and model the meaningful biomechanics measures from PAD data.,,,,Department of Veterans Affairs,"Gait signatures in patients with peripheral artery disease: 
Machine learning is used to improve treatment of functional problems in patients with peripheral artery disease (PAD). Previously collected biomechanics data is used to identify representative gait signatures of PAD to 1) determine the gait signatures of patients with PAD and 2) the ability of limb acceleration measurements to identify and model the meaningful biomechanics measures from PAD data.","Machine learning is being utilized to enhance the treatment of functional issues in patients with peripheral artery disease. By analyzing previously collected biomechanics data, researchers are able to identify characteristic gait signatures of PAD and assess the effectiveness of limb acceleration measurements in modeling important biomechanical measures from this data.","Machine learning is being utilized to enhance the treatment of functional issues in patients with peripheral artery disease. By analyzing previously collected biomechanics data, researchers are able to identify characteristic gait signatures of PAD and assess the effectiveness of limb acceleration measurements in modeling important biomechanical measures from this data.",,,False,False
HHS-0154-2023,HHS,NIH,National Institutes of Health (NIH) OD/ORF,Natural Language Processing Tool for Open Text Analysis,This project will improve facility readiness and reduce downtime by allowing other software to analyze data that was locked away in open text.,Development and Acquisition,,,Department of Health and Human Services,"Natural Language Processing Tool for Open Text Analysis: 
This project will improve facility readiness and reduce downtime by allowing other software to analyze data that was locked away in open text.","This project aims to enhance facility readiness and minimize downtime by enabling software to analyze previously inaccessible data stored in open text. With the help of a Natural Language Processing tool, valuable insights can be extracted from this data, improving overall operational efficiency.","This project aims to enhance facility readiness and minimize downtime by enabling software to analyze previously inaccessible data stored in open text. With the help of a Natural Language Processing tool, valuable insights can be extracted from this data, improving overall operational efficiency.",,,False,False
USDA-0024-2023,USDA,USDA,Forest Service,Geospatial and Remote Sensing Training Courses,"Several courses are offered which teach the use of software and scripting which allow for machine learning.  The courses change, but current topics include Intro and Advanced Change Detection, eCognition (software package), Geospatial Scripting for Google Earth Engine.  Some of the courses show how to use Collect Earth Online.",Operation and Management,Machine Learning,,Department of Agriculture,"Geospatial and Remote Sensing Training Courses: 
Several courses are offered which teach the use of software and scripting which allow for machine learning.  The courses change, but current topics include Intro and Advanced Change Detection, eCognition (software package), Geospatial Scripting for Google Earth Engine.  Some of the courses show how to use Collect Earth Online.","There are various geospatial and remote sensing training courses available that focus on teaching software and scripting techniques for machine learning. These courses cover a range of topics such as change detection, using software packages like eCognition, geospatial scripting for Google Earth Engine, and utilizing Collect Earth Online.","There are various geospatial and remote sensing training courses available that focus on teaching software and scripting techniques for machine learning. These courses cover a range of topics such as change detection, using software packages like eCognition, geospatial scripting for Google Earth Engine, and utilizing Collect Earth Online.",,,False,False
NASA-0023-2023,NASA,Marshall Space Flight Center,,Automatic Detection of Impervious Surfaces from Remotely Sensed Data Using Deep Learning,"Uses a U-Net based architecture with VGG-19 as an encoder block and custom decoder block to map the impervious
surfaces using Landsat and OSM data patches",In-use,,,National Aeronautics and Space Administration,"Automatic Detection of Impervious Surfaces from Remotely Sensed Data Using Deep Learning: 
Uses a U-Net based architecture with VGG-19 as an encoder block and custom decoder block to map the impervious
surfaces using Landsat and OSM data patches","The study proposes a method for automatically detecting impervious surfaces using remotely sensed data. It utilizes a U-Net based architecture, with VGG-19 as an encoder block and a custom decoder block, to accurately map impervious surfaces by analyzing Landsat and OSM data patches.","The study proposes a method for automatically detecting impervious surfaces using remotely sensed data. It utilizes a U-Net based architecture, with VGG-19 as an encoder block and a custom decoder block, to accurately map impervious surfaces by analyzing Landsat and OSM data patches.",,,False,False
VA-0034-2023,VA,,,GI Genius (Medtronic),The Medtronic GI Genius aids in detection of colon polyps through artificial intelligence.,,,,Department of Veterans Affairs,"GI Genius (Medtronic): 
The Medtronic GI Genius aids in detection of colon polyps through artificial intelligence.","The GI Genius, developed by Medtronic, is an artificial intelligence tool that helps in identifying colon polyps. It uses advanced technology to enhance the detection process and improve accuracy.","The GI Genius, developed by Medtronic, is an artificial intelligence tool that helps in identifying colon polyps. It uses advanced technology to enhance the detection process and improve accuracy.",,,False,False
DOC-0025-2023,DOC,National Oceanic and Atmospheric Administration (NOAA),,First Guess Excessive Rainfall Outlook,"Machine Learning Product that is a first guess for the WPC Excessive Rainfall Outlook - It is 
learned from the ERO with atmospheric variables. It is for the Day 1, 2, 3 products",,,,Department of Commerce,"First Guess Excessive Rainfall Outlook: 
Machine Learning Product that is a first guess for the WPC Excessive Rainfall Outlook - It is 
learned from the ERO with atmospheric variables. It is for the Day 1, 2, 3 products","The First Guess Excessive Rainfall Outlook is a machine learning product used by the WPC to predict excessive rainfall. It is based on atmospheric variables and provides outlooks for the Day 1, 2, and 3 periods.","The First Guess Excessive Rainfall Outlook is a machine learning product used by the WPC to predict excessive rainfall. It is based on atmospheric variables and provides outlooks for the Day 1, 2, and 3 periods.",,,False,False
DOE-0064-2023,DOE,National Energy Technology Laboratory,,Online real time system Identification,"Work will focus on using SI to monitor the condition of a power plant 
boiler at different process states. SI algorithms will be implemented 
within an MPC to provide continuous adaptability as the power plant 
ramps through the entire range of operating loads. Once the control 
algorithm has been developed to be effective on representative models, 
it will be tested on a high-fidelity commercial power plant simulator or on 
a real power plant facility. The online SI techniques will be tested on 
historical power plant data, dynamic models (including a power plant 
simulator), power generating equipment including laboratory pilot-scale 
power systems, and on power plants where feasible.",,"Artificial Intelligence, Big Data, Other",,Department of Energy,"Online real time system Identification: 
Work will focus on using SI to monitor the condition of a power plant 
boiler at different process states. SI algorithms will be implemented 
within an MPC to provide continuous adaptability as the power plant 
ramps through the entire range of operating loads. Once the control 
algorithm has been developed to be effective on representative models, 
it will be tested on a high-fidelity commercial power plant simulator or on 
a real power plant facility. The online SI techniques will be tested on 
historical power plant data, dynamic models (including a power plant 
simulator), power generating equipment including laboratory pilot-scale 
power systems, and on power plants where feasible.","The focus of this project is to use online system identification (SI) to monitor the condition of a power plant boiler during different process states. SI algorithms will be integrated into a Model Predictive Control (MPC) system to ensure continuous adaptability as the power plant operates at various loads. The effectiveness of the control algorithm will be tested on representative models and either a high-fidelity commercial power plant simulator or a real power plant facility. Additionally, the online SI techniques will be tested on historical power plant data, dynamic models, laboratory pilot-scale power systems, and feasible power plants.","The focus of this project is to use online system identification (SI) to monitor the condition of a power plant boiler during different process states. SI algorithms will be integrated into a Model Predictive Control (MPC) system to ensure continuous adaptability as the power plant operates at various loads. The effectiveness of the control algorithm will be tested on representative models and either a high-fidelity commercial power plant simulator or a real power plant facility. Additionally, the online SI techniques will be tested on historical power plant data, dynamic models, laboratory pilot-scale power systems, and feasible power plants.",,,False,False
DOE-0077-2023,DOE,National Energy Technology Laboratory,,To automate development of proxy models for power generation combustion systems.,"Detailed CFD of large combustion systems will be performed.   From 
the results, machine learning will be used to develop fast proxy models 
which can will provide results close to the CFD results, but in a small 
fraction of the time.   These fast models will then be used in real-time 
digital twin models of the power plant, which can be used to help the 
power plant operator to spot instrumentation failures or cyberattacks on 
the plant.",,Other,,Department of Energy,"To automate development of proxy models for power generation combustion systems.: 
Detailed CFD of large combustion systems will be performed.   From 
the results, machine learning will be used to develop fast proxy models 
which can will provide results close to the CFD results, but in a small 
fraction of the time.   These fast models will then be used in real-time 
digital twin models of the power plant, which can be used to help the 
power plant operator to spot instrumentation failures or cyberattacks on 
the plant.",This text describes a process of automating the development of proxy models for power generation combustion systems. It involves conducting detailed computational fluid dynamics (CFD) analysis of large combustion systems and using the results to create machine learning-based proxy models that can provide similar results in a shorter amount of time. These proxy models will be integrated into real-time digital twin models of power plants to assist operators in identifying instrumentation failures or cyberattacks.,This text describes a process of automating the development of proxy models for power generation combustion systems. It involves conducting detailed computational fluid dynamics (CFD) analysis of large combustion systems and using the results to create machine learning-based proxy models that can provide similar results in a shorter amount of time. These proxy models will be integrated into real-time digital twin models of power plants to assist operators in identifying instrumentation failures or cyberattacks.,,,False,False
HHS-0076-2023,HHS,FDA,CDER/Office of Surveillance and Epidemiology (OSE),Using Unsupervised Learning to Generate Code Mapping Algorithms to Harmonize Data Across Data Systems,The goal of this project is to assess the potential of data��driven statistical methods for detecting and reducing coding differences between healthcare systems in Sentinel. Findings will inform development and deployment of methods and computational tools for transferring knowledge learned from one site to another and pave the way towards scalable and automated harmonization of electronic health records data.,Implementation,,,Department of Health and Human Services,"Using Unsupervised Learning to Generate Code Mapping Algorithms to Harmonize Data Across Data Systems: 
The goal of this project is to assess the potential of data��driven statistical methods for detecting and reducing coding differences between healthcare systems in Sentinel. Findings will inform development and deployment of methods and computational tools for transferring knowledge learned from one site to another and pave the way towards scalable and automated harmonization of electronic health records data.","This project aims to evaluate the effectiveness of unsupervised learning in identifying and minimizing coding differences in healthcare systems. The findings will be used to create computational tools that can transfer knowledge between different sites, enabling automated harmonization of electronic health records data.","This project aims to evaluate the effectiveness of unsupervised learning in identifying and minimizing coding differences in healthcare systems. The findings will be used to create computational tools that can transfer knowledge between different sites, enabling automated harmonization of electronic health records data.",,,False,False
DOE-0011-2023,DOE,Fermi National Accelerator,,Next-Generation Beam Cooling and Control with Optical Stochastic Cooling,"This program leverages the physics and technology of optical stochastic 
cooling (OSC) to explore new possibilities in beam control and sensing.  
The planned architecture and performance of a new OSC system at 
IOTA should enable turn-by-turn programmability of the high-gain OSC.  
This capability can then be used in conjunction with other hardware 
systems as the basis of an action space for reinforcement learning (RL) 
methods.  The program aims to establish a new state of the art in beam 
cooling and a flexible set of tools for beam control and sensing at 
colliders and other accelerator facilities.",,"Artificial Intelligence, Big Data, Neural Networks",,Department of Energy,"Next-Generation Beam Cooling and Control with Optical Stochastic Cooling: 
This program leverages the physics and technology of optical stochastic 
cooling (OSC) to explore new possibilities in beam control and sensing.  
The planned architecture and performance of a new OSC system at 
IOTA should enable turn-by-turn programmability of the high-gain OSC.  
This capability can then be used in conjunction with other hardware 
systems as the basis of an action space for reinforcement learning (RL) 
methods.  The program aims to establish a new state of the art in beam 
cooling and a flexible set of tools for beam control and sensing at 
colliders and other accelerator facilities.","The program aims to use optical stochastic cooling (OSC) to improve beam control and sensing in colliders and accelerator facilities. By implementing a new OSC system at IOTA, the program plans to achieve turn-by-turn programmability and establish a new standard in beam cooling. This will provide a flexible set of tools for reinforcement learning methods and enhance overall beam control capabilities.","The program aims to use optical stochastic cooling (OSC) to improve beam control and sensing in colliders and accelerator facilities. By implementing a new OSC system at IOTA, the program plans to achieve turn-by-turn programmability and establish a new standard in beam cooling. This will provide a flexible set of tools for reinforcement learning methods and enhance overall beam control capabilities.",,,False,False
DOE-0032-2023,DOE,National Energy Technology Laboratory,,"AI/ML may be needed to extract data from text, image and tabular- based resources. NEWTS is partnering with university teams to use ML to fill in data gaps using predictive models.","NEWTS data requirements and database structure needs will be 
established by reviewing datasets and literature on energy-water 
streams. Data sources will be identified from regulatory agencies, 
government monitoring programs, as well as open-source literature. 
Metadata of each source will be compiled into a data catalog for 
tracking and reference. Datasets, including high-quality composition 
data for relevant streams, will be collected and downloaded. Acquired 
data will be processed into a structured format based on the 
prioritization of datasets to be included in NEWTS. Data acquisition and 
processing might entail the application of ML (e.g., natural language 
processing) to efficiently resurrect data trapped in historical reports 
(e.g., PDFs) or other unstructured formats. One research product of this 
subtask will be a release of the data catalog, which will be made 
available on",,"Natural Language Processing, Other",,Department of Energy,"AI/ML may be needed to extract data from text, image and tabular- based resources. NEWTS is partnering with university teams to use ML to fill in data gaps using predictive models.: 
NEWTS data requirements and database structure needs will be 
established by reviewing datasets and literature on energy-water 
streams. Data sources will be identified from regulatory agencies, 
government monitoring programs, as well as open-source literature. 
Metadata of each source will be compiled into a data catalog for 
tracking and reference. Datasets, including high-quality composition 
data for relevant streams, will be collected and downloaded. Acquired 
data will be processed into a structured format based on the 
prioritization of datasets to be included in NEWTS. Data acquisition and 
processing might entail the application of ML (e.g., natural language 
processing) to efficiently resurrect data trapped in historical reports 
(e.g., PDFs) or other unstructured formats. One research product of this 
subtask will be a release of the data catalog, which will be made 
available on","NEWTS is using AI/ML to extract data from various sources such as text, images, and tables. They are partnering with university teams to fill in data gaps using predictive models. They will establish data requirements and database structure by reviewing energy-water datasets and literature, and identify data sources from regulatory agencies, government monitoring programs, and open-source literature. They will compile metadata into a data catalog for tracking and reference, and collect and process datasets, potentially using ML techniques like natural language processing to extract data from historical reports or unstructured formats. The data catalog will be released and made available.","NEWTS is using AI/ML to extract data from various sources such as text, images, and tables. They are partnering with university teams to fill in data gaps using predictive models. They will establish data requirements and database structure by reviewing energy-water datasets and literature, and identify data sources from regulatory agencies, government monitoring programs, and open-source literature. They will compile metadata into a data catalog for tracking and reference, and collect and process datasets, potentially using ML techniques like natural language processing to extract data from historical reports or unstructured formats. The data catalog will be released and made available.",,,False,False
DOC-0035-2023,DOC,National Oceanic and Atmospheric Administration (NOAA),,Using community-sourced underwater photography and image recognition software to study green sea turtle distribution and ecology in southern California,"The goal of this project is to study green turtles in and around La Jolla Cove in the San 
Diego Region-a highly populated site with ecotourism-by engaging with local 
photographers to collect green turtle underwater images.  The project uses publicly 
available facial recognition software (HotSpotter) to identify individual turtles, from which 
we determine population size, residency patterns, and foraging ecology",,,,Department of Commerce,"Using community-sourced underwater photography and image recognition software to study green sea turtle distribution and ecology in southern California: 
The goal of this project is to study green turtles in and around La Jolla Cove in the San 
Diego Region-a highly populated site with ecotourism-by engaging with local 
photographers to collect green turtle underwater images.  The project uses publicly 
available facial recognition software (HotSpotter) to identify individual turtles, from which 
we determine population size, residency patterns, and foraging ecology","This project aims to study green sea turtles in the highly populated region of La Jolla Cove in southern California. By collaborating with local photographers, underwater images of the turtles are collected and analyzed using facial recognition software. This allows for the identification of individual turtles, helping to determine population size, residency patterns, and foraging habits.","This project aims to study green sea turtles in the highly populated region of La Jolla Cove in southern California. By collaborating with local photographers, underwater images of the turtles are collected and analyzed using facial recognition software. This allows for the identification of individual turtles, helping to determine population size, residency patterns, and foraging habits.",,,False,False
DOC-0034-2023,DOC,National Oceanic and Atmospheric Administration (NOAA),,ENSO Outlooks using observed/analyzed fields,"LSTM model that uses ocean and atmospheric predictors throughout the tropical Pacific 
to forecast ONI values up to 1 year in advance. An extension of this was submitted to the 
cloud portfolio with the intent of adding a CNN layer that that uses reforecast data to 
improve the ONI forecasts.",,,,Department of Commerce,"ENSO Outlooks using observed/analyzed fields: 
LSTM model that uses ocean and atmospheric predictors throughout the tropical Pacific 
to forecast ONI values up to 1 year in advance. An extension of this was submitted to the 
cloud portfolio with the intent of adding a CNN layer that that uses reforecast data to 
improve the ONI forecasts.",The ENSO Outlooks utilize a LSTM model that incorporates ocean and atmospheric predictors in the tropical Pacific to predict ONI values for up to one year in advance. A proposed extension of this model involves incorporating a CNN layer that utilizes reforecast data to enhance the accuracy of ONI forecasts.,The ENSO Outlooks utilize a LSTM model that incorporates ocean and atmospheric predictors in the tropical Pacific to predict ONI values for up to one year in advance. A proposed extension of this model involves incorporating a CNN layer that utilizes reforecast data to enhance the accuracy of ONI forecasts.,,,False,False
HHS-0136-2023,HHS,NIH,National Institutes of Health (NIH) NLM,MTIX,Machine learning-based system for the automated indexing of MEDLINE articles with Medical Subject Headings (MeSH) terms. Automated indexing is achieved using a multi-stage neural text ranking approach. Automated indexing allows for cost-effective and timely indexing of MEDLINE articles.,Implementation,,,Department of Health and Human Services,"MTIX: 
Machine learning-based system for the automated indexing of MEDLINE articles with Medical Subject Headings (MeSH) terms. Automated indexing is achieved using a multi-stage neural text ranking approach. Automated indexing allows for cost-effective and timely indexing of MEDLINE articles.","MTIX is a machine learning system that automates the indexing of MEDLINE articles with MeSH terms. It uses a multi-stage neural text ranking approach to achieve automated indexing, resulting in cost-effective and timely indexing of the articles.","MTIX is a machine learning system that automates the indexing of MEDLINE articles with MeSH terms. It uses a multi-stage neural text ranking approach to achieve automated indexing, resulting in cost-effective and timely indexing of the articles.",,,False,False
DOE-0059-2023,DOE,National Energy Technology Laboratory,,ML-based approaches to improve site characterization efforts,"Demonstrate application of ML-based approaches to improve site-
characterization efforts performed during the pre-injection phase using 
data from either IBDP (for which data are currently available) or other 
opportunistic field demonstration or commercial projects (for which data 
may become available) and develop value of information guidelines. 
Demonstrate how ML-based rapid forecasting can be used to help with 
pre-injection reservoir management decisions under data uncertainties. 
Demonstrate how a visualization platform with ML-based models can",,Other,,Department of Energy,"ML-based approaches to improve site characterization efforts: 
Demonstrate application of ML-based approaches to improve site-
characterization efforts performed during the pre-injection phase using 
data from either IBDP (for which data are currently available) or other 
opportunistic field demonstration or commercial projects (for which data 
may become available) and develop value of information guidelines. 
Demonstrate how ML-based rapid forecasting can be used to help with 
pre-injection reservoir management decisions under data uncertainties. 
Demonstrate how a visualization platform with ML-based models can","improve site characterization efforts by utilizing data from existing projects or future opportunities. Additionally, show how ML-based rapid forecasting can assist in making reservoir management decisions in the pre-injection phase, even when faced with uncertainties in the data. Finally, demonstrate the benefits of a visualization platform integrated with ML-based models for site characterization.","improve site characterization efforts by utilizing data from existing projects or future opportunities. Additionally, show how ML-based rapid forecasting can assist in making reservoir management decisions in the pre-injection phase, even when faced with uncertainties in the data. Finally, demonstrate the benefits of a visualization platform integrated with ML-based models for site characterization.",,,False,False
DOE-0142-2023,DOE,National Energy Technology Laboratory,,UNET and other approaches for ML- based inversion,"Researchers will develop a design basis for risk-based monitoring 
considering data dimensionality, uncertainty, and inter-tool/module 
connectivity, and define the components of the monitoring design 
optimization tool (DREAM) to be incorporated into NRAP-Open-IAM and 
the SMART platform.",,"Artificial Intelligence, Other",,Department of Energy,"UNET and other approaches for ML- based inversion: 
Researchers will develop a design basis for risk-based monitoring 
considering data dimensionality, uncertainty, and inter-tool/module 
connectivity, and define the components of the monitoring design 
optimization tool (DREAM) to be incorporated into NRAP-Open-IAM and 
the SMART platform.","Researchers are working on developing a design basis for risk-based monitoring in ML-based inversion techniques like UNET. They aim to consider factors like data dimensionality, uncertainty, and inter-tool/module connectivity to optimize the monitoring design using the DREAM tool in NRAP-Open-IAM and the SMART platform.","Researchers are working on developing a design basis for risk-based monitoring in ML-based inversion techniques like UNET. They aim to consider factors like data dimensionality, uncertainty, and inter-tool/module connectivity to optimize the monitoring design using the DREAM tool in NRAP-Open-IAM and the SMART platform.",,,False,False
HHS-0145-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Machine learning pipeline for mining citations from full-text scientific articles,"The NIH Office of Portfolio Analysis developed a machine learning pipeline to identify scientific articles that are freely available on the internet  and do not require an institutional library subscription to access. The pipeline harvests full-text pdfs, converts them to xml, and uses a Long Short-Term Memory (LSTM) recurrent neural network model that discriminates between reference text and other text in the scientific article. The LSTM-identified references are then passed through our Citation Resolution Service. For more information see the publication describing this pipeline: Hutchins et al 2019 (https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000385#sec003).",Operation and Maintenance,,,Department of Health and Human Services,"Machine learning pipeline for mining citations from full-text scientific articles: 
The NIH Office of Portfolio Analysis developed a machine learning pipeline to identify scientific articles that are freely available on the internet  and do not require an institutional library subscription to access. The pipeline harvests full-text pdfs, converts them to xml, and uses a Long Short-Term Memory (LSTM) recurrent neural network model that discriminates between reference text and other text in the scientific article. The LSTM-identified references are then passed through our Citation Resolution Service. For more information see the publication describing this pipeline: Hutchins et al 2019 (https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000385#sec003).",The NIH Office of Portfolio Analysis has developed a machine learning pipeline that identifies freely available scientific articles on the internet. This pipeline converts full-text pdfs to xml and uses a Long Short-Term Memory (LSTM) recurrent neural network model to distinguish reference text from other text in the articles. The identified references are then processed through the Citation Resolution Service.,The NIH Office of Portfolio Analysis has developed a machine learning pipeline that identifies freely available scientific articles on the internet. This pipeline converts full-text pdfs to xml and uses a Long Short-Term Memory (LSTM) recurrent neural network model to distinguish reference text from other text in the articles. The identified references are then processed through the Citation Resolution Service.,,,False,False
HHS-0144-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Prediction of transformative breakthroughs,"The ability to predict scientific breakthroughs at scale would accelerate the pace of discovery and improve the efficiency of research investments. The initiative has helped identify a common signature within co-citation networks that accurately predicts the occurrence of breakthroughs in biomedicine, on average more than 5 years in advance of the subsequent publication(s) that announced the discovery.�There is a patent application filed for this approach: U.S. Patent Application No. 63/257,818 (filed October 20, 2021)",Implementation,,,Department of Health and Human Services,"Prediction of transformative breakthroughs: 
The ability to predict scientific breakthroughs at scale would accelerate the pace of discovery and improve the efficiency of research investments. The initiative has helped identify a common signature within co-citation networks that accurately predicts the occurrence of breakthroughs in biomedicine, on average more than 5 years in advance of the subsequent publication(s) that announced the discovery.�There is a patent application filed for this approach: U.S. Patent Application No. 63/257,818 (filed October 20, 2021)","The ability to predict scientific breakthroughs on a large scale would speed up the process of discovery and make research investments more effective. Through the identification of common signatures in co-citation networks, this initiative has successfully predicted breakthroughs in biomedicine more than 5 years before they are announced through subsequent publications. A patent application has been filed for this approach.","The ability to predict scientific breakthroughs on a large scale would speed up the process of discovery and make research investments more effective. Through the identification of common signatures in co-citation networks, this initiative has successfully predicted breakthroughs in biomedicine more than 5 years before they are announced through subsequent publications. A patent application has been filed for this approach.",,,False,False
DOT-0003-2023,DOT,ATO,,Automated Delay detection using voice processing,"In order to get a full accounting of delay, automated voice detection of ATC and aircraft interaction is required.  Many delay events, such as vectoring, are not currently reported/detected/accounted for and voice detection would enable automated detection.",Initial development,Natural Language Processing;,,Department of Transportation,"Automated Delay detection using voice processing: 
In order to get a full accounting of delay, automated voice detection of ATC and aircraft interaction is required.  Many delay events, such as vectoring, are not currently reported/detected/accounted for and voice detection would enable automated detection.","Automated delay detection can be achieved through voice processing technology. This method is necessary to accurately track delays caused by various factors, such as vectoring, which are currently not reported or accounted for. Implementing voice detection would enable automated detection of these delay events.","Automated delay detection can be achieved through voice processing technology. This method is necessary to accurately track delays caused by various factors, such as vectoring, which are currently not reported or accounted for. Implementing voice detection would enable automated detection of these delay events.",,,False,False
HHS-0147-2023,HHS,NIH,National Institutes of Health (NIH) OD/OER,"Research, Condition, and Disease Categorization (RCDC) AI Validation Tool",The goal of the tool is to ensure RCDC categories are accurate and complete for public reporting of data. ,Development and Acquisition,,,Department of Health and Human Services,"Research, Condition, and Disease Categorization (RCDC) AI Validation Tool: 
The goal of the tool is to ensure RCDC categories are accurate and complete for public reporting of data. ","The RCDC AI Validation Tool aims to verify the accuracy and comprehensiveness of RCDC categories for public data reporting. Its purpose is to ensure that research, condition, and disease categorization are reliable and complete.","The RCDC AI Validation Tool aims to verify the accuracy and comprehensiveness of RCDC categories for public data reporting. Its purpose is to ensure that research, condition, and disease categorization are reliable and complete.",,,False,False
NASA-0017-2023,NASA,Jet Propulsion Laboratory,,TRN (Terrain Relative Navigation),"Terrain Relative Navigation (TRN) estimates position during Mars landing by automatically matching landmarks
identified in descent images to a map generated from orbital imagery. The position estimate is used to a select a
safe and reachable landing site in a region with many large hazards. TRN was used successfully by the Mars 2020
mission during its landing on February 18th, 2021 and will be used on Mars Sample Return Lander.",In-use,Computer vision and state Estimation.,,National Aeronautics and Space Administration,"TRN (Terrain Relative Navigation): 
Terrain Relative Navigation (TRN) estimates position during Mars landing by automatically matching landmarks
identified in descent images to a map generated from orbital imagery. The position estimate is used to a select a
safe and reachable landing site in a region with many large hazards. TRN was used successfully by the Mars 2020
mission during its landing on February 18th, 2021 and will be used on Mars Sample Return Lander.","Terrain Relative Navigation (TRN) is a system that helps determine the position of a spacecraft during landing on Mars by comparing descent images with a map created from orbital imagery. It was successfully used by the Mars 2020 mission to select a safe landing site amidst potential hazards, and will also be utilized for the Mars Sample Return Lander.","Terrain Relative Navigation (TRN) is a system that helps determine the position of a spacecraft during landing on Mars by comparing descent images with a map created from orbital imagery. It was successfully used by the Mars 2020 mission to select a safe landing site amidst potential hazards, and will also be utilized for the Mars Sample Return Lander.",,,False,False
DOE-0176-2023,DOE,Thomas Jefferson Laboratory,,Universal MCEG,"R&D on ML based MC event generator that serves as data 
compatification utility.",,,,Department of Energy,"Universal MCEG: 
R&D on ML based MC event generator that serves as data 
compatification utility.",The Universal MCEG is a research and development project focused on creating a machine learning-based Monte Carlo event generator. This generator has the purpose of compressing data and making it compatible for various applications.,The Universal MCEG is a research and development project focused on creating a machine learning-based Monte Carlo event generator. This generator has the purpose of compressing data and making it compatible for various applications.,,,False,False
VA-0009-2023,VA,,,Disentangling dementia patterns using artificial intelligence on brain imaging and electrophysiological data,This collaborative effort focuses on developing a deep learning framework to predict the various patterns of dementia seen on MRI and EEG and explore the use of these imaging modalities as biomarkers for various dementias and epilepsy disorders.  The VA is performing retrospective chart review to achieve this.,,,,Department of Veterans Affairs,"Disentangling dementia patterns using artificial intelligence on brain imaging and electrophysiological data: 
This collaborative effort focuses on developing a deep learning framework to predict the various patterns of dementia seen on MRI and EEG and explore the use of these imaging modalities as biomarkers for various dementias and epilepsy disorders.  The VA is performing retrospective chart review to achieve this.","A deep learning framework is being developed to predict dementia patterns observed on MRI and EEG, with the aim of using these imaging modalities as biomarkers for different forms of dementia and epilepsy disorders. The VA is conducting a retrospective chart review as part of this collaborative effort.","A deep learning framework is being developed to predict dementia patterns observed on MRI and EEG, with the aim of using these imaging modalities as biomarkers for different forms of dementia and epilepsy disorders. The VA is conducting a retrospective chart review as part of this collaborative effort.",,,False,False
USDA-0036-2023,USDA,USDA,OCIO,Intelligent Ticket Routing,"Routes BMC Remedy tickets to proper work group automatically utilizing python, jupyterhub, scikit learn, gitlab, flask, gunicorn, nginx, erms.",Operation and Management,Machine Learning,,Department of Agriculture,"Intelligent Ticket Routing: 
Routes BMC Remedy tickets to proper work group automatically utilizing python, jupyterhub, scikit learn, gitlab, flask, gunicorn, nginx, erms.","Intelligent Ticket Routing is a system that automatically directs BMC Remedy tickets to the appropriate work group. It uses various technologies including python, jupyterhub, scikit learn, gitlab, flask, gunicorn, nginx, and erms.","Intelligent Ticket Routing is a system that automatically directs BMC Remedy tickets to the appropriate work group. It uses various technologies including python, jupyterhub, scikit learn, gitlab, flask, gunicorn, nginx, and erms.",,,False,False
